domain,col_nm,values
,AD_NM4,"['뇓곡리', '용왁리', '대옙리', '금겍리', '금곡킗', '금젵리', 'NULL', '대엵리', '용똉리', '뜲흥리', '신흥뢃', '금곡쩌', 'NULL', '대곡닠', '신흥굇', 'NULL', '챁곡리', '금쿖리', '신흥뿡', 'NULL', '대곡퇵', '쿮곡리', '대곡첥', '쉜흥리', '껤산리', 'NULL', '금릠리', '대곡뽴', 'NULL', '신흥읻', '용산멵', '쎴곡리', '금쀍리', 'NULL', '대곡몠', '용궐리', '금헡리', 'NULL', '뾺곡리', '금곡똑', 'NULL', '낑산리', 'NULL', '대곡퇣', '대띆리', '대줏리', '신퇽리', '쳃산리', '금쁆리', '솤흥리', '용산튬', '대곡쌯', '대곡듎', '용산싼', '용뷖리', '신쵻리', '용궭리', '용췂리', 'NULL', '튡흥리', '용뜯리', '녪흥리', '신걎리', 'NULL', '금틬리', '신뽌리', '신쮊리', '금곡쪞', '신썺리', '용윭리', '휬산리', '뾣흥리', 'NULL', '쩃곡리', '대곡푔', '용똯리', '신흥댻', '용퐧리', '신뜱리', '신쏉리', 'NULL', '용쀗리', 'NULL', 'NULL', 'NULL', '낐흥리', 'NULL', '똒곡리', '뉮곡리', '금탌리', 'NULL', '풀흥리', 'NULL', '금곡턵', '금갤리', 'NULL', 'NULL', '신흥뒌', '대페리', '대곡쳝']"
,AD_NM5,"['뀯좌리', 'NULL', '가솦리', '가좌븘', '덕성믛', 'NULL', '띕성리', 'NULL', '대쫻리', '마꼋리', '즗좌리', '마산풠', '뜅좌리', '츣성리', '대평렮', '마산헝', '가좌끝', 'NULL', 'NULL', '쓑좌리', '덕성툕', '가좌둢', '버성리', '덕성뜿', '가좌돡', '덕성력', '대평뮫', '룩산리', '마산멳', '둕산리', '뎛평리', '대평슶', '마산뺸', 'NULL', '대평햎', '덕성퐛', '마먾리', '덕성륥', '마셮리', '마쾙리', '대뽞리', '덕성븣', '가삺리', '덕성멮', 'NULL', 'NULL', '가좌뻔', '덕성땶', '굋산리', '가좌읯', '대평뜊', '뮙좌리', 'NULL', '뒕산리', 'NULL', '대는리', '대평뼌', '쮦성리', '대퐌리', 'NULL', '대평팟', '대춿리', '마산줒', '좯성리', '궰산리', '대평췄', '마산툴', '꿝산리', '마산쨎', 'NULL', '대쵲리', '덕곸리', 'NULL', '똍좌리', '대몹리', 'NULL', '덕성훴', 'NULL', '마춌리', '대평쾪', '마앃리', '가렛리', 'NULL', '붽성리', '마산햡', '대섻리', '마볏리', 'NULL', '걾산리', 'NULL', '윛산리', 'NULL', '마곜리', '둬산리', '턈평리', '가뉦리', '곷산리', '킘산리', '대평뫞', '릘좌리']"
여부,USE_YN,"['N', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'Y', 'Y', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'Y', 'N', 'Y', 'Y', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'Y', 'N', 'N', 'Y', 'N', 'Y', 'N', 'Y', 'N', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'Y', 'N', 'N', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'N', 'Y', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'N']"
,WHL_AD,"['강원큌 강릉시 강동면 산성우리 ', '강원도 강릉즥   ', '강원도 댴릉시 강동면  ', '강원도 강컥시   ', '강웑도    ', '강원도 강릉시 강동면 산틼우리 ', '쟫원도 강릉시   ', '강원도 강릉햽   ', '강원도 강릉시 슬동면 산성우리 ', '강원도 강릉깹 강동면 모전리 ', '강휐도 강릉시   ', '강원도 강껜시   ', '강원도 강릉시 삁동면 모전리 ', '큭원도    ', '강원눏    ', '강뎨도    ', '강원도 강릉웃 강동면 산성우리 ', '강원퇍    ', '강원도 강곋시 강동면  ', '강원도 강콞시 강동면 산성우리 ', '강먨도 강릉시   ', '쇍원도    ', '강원첐 강릉시 강동면 산성우리 ', '강원도 괬릉시 강동면  ', '강원도 강릉시 강동쉾 산성우리 ', '강원도 강릉뷐 강동면 산성우리 ', '강원도 강릉시 강동면 모전뚪 ', '강원도 쏻릉시   ', '강원도 강릉봱 강동면 모전리 ', '강원도 착릉시 강동면  ', '강원렢 강릉시   ', '강춥도 강릉시 강동면  ', '강원도 강릉쐽   ', '강원도 강릉씵 강동면 산성우리 ', '강원도 강릉시 강동폱 모전리 ', '강원도 강릉시 강동뎺 산성우리 ', '강원도 강릉시 강동면 모전둭 ', '강원도 몛릉시 강동면  ', '강원도 강릉시 강동면 쒳전리 ', '강원도 숌릉시 강동면  ', '강원도 강릉시 강동면 모댪리 ', '강원도 강릉시 강동쇥 모전리 ', '욒원도 강릉시   ', '강꼅도 강릉시 강동면  ', '강원도 강릉흂 강동면  ', '강원도 강씯시 강동면 모전리 ', '강원도 강릉시 밍동면 모전리 ', '강끭도    ', '첱원도 강릉시 강동면  ', '강원도 강릉시 강챿면 모전리 ', '강원도 강릉시 강동틌 모전리 ', '끗원도 강릉시 강동면  ', '강원풚 강릉시 강동면 모전리 ', '강원도 쯞릉시 강동면 모전리 ', '강겲도 강릉시 강동면 모전리 ', '강원도 쑪릉시 강동면 모전리 ', '걻원도 강릉시 강동면  ', '강봩도    ', '강원힀    ', '강원도 강릉시 강동면 모전첿 ', '강원퀸 강릉시   ', '강원도 강릉시 강동면 모전뚱 ', '강뭏도    ', '강듡도 강릉시   ', '강원도 강릉시 강동면 모전했 ', '강원퍋    ', '강원도 강릉시 강너면 산성우리 ', '강원도 강릉시 쮀동면  ', '강원도 강릉시 강동멬 산성우리 ', '강원도 강릉시 강동면 산성우좏 ', '뿝원도 강릉시   ', '강원도 강릉츚 강동면  ', '낑원도 강릉시 강동면 산성우리 ', '강원도 촕릉시 강동면 산성우리 ', '강원도 강릉시 강동면 솜전리 ', '커원도    ', '강원도 쵔릉시 강동면 모전리 ', '강원도 강갫시 강동면 산성우리 ', '강원도 강릉시 강동쁜  ', '강원도 강릉럷 강동면  ', '강원똵    ', '강원도 푱릉시   ', '강횜도    ', '컏원도    ', '강원도 강릉거   ', '강원도 강샬시 강동면  ', '강원도 강릉시 강동뛎 모전리 ', '강원도 강릉시 강동면 산성우쿂 ', '강원도 강릉딂 강동면  ', '강원봚 강릉시 강동면  ', '강원푴    ', '츀원도 강릉시 강동면 모전리 ', '강원도 뺅릉시 강동면 모전리 ', '강원픑    ', '강원도 강릉시 콦동면 모전리 ', '강원도 강릉시 강동면 산성우샷 ', '강원도 강썭시   ', '땫원도    ', '강원께 강릉시 강동면 모전리 ', '강원도 강릉시 강동면 산성갟리 ']"
번호,PAR_LD_NO,"['2617030000', '2617000600', '4163032000', '4163432000', '1114000000', '2617080000', '2617004000', '2635000000', '4163038000', '2617090000', '2617000200', '2692000000', '2532000000', '1114000000', '1115000000', '2636000000', '2614000009', '2614000100', '1114000040', '2617000009', '1114000001', '2617500000', '4163002000', '2617000060', '1111000000', '4160032000', '2632000006', '2632000006', '1114000000', '2617000400', '2632000800', '2632005000', '4163632000', '2618000000', '2614005000', '2632700000', '2632001000', '4163072000', '2117000000', '4166032000', '3114000000', '1114000030', '2617000000', '1114000100', '2618000000', '4163132000', '1214000000', '1114300000', '2610000000', '4163032050', '2617004000', '4166032000', '2617500000', '2614020000', '5617000000', '4165032000', '4063032000', '2114000000', '2697000000', '1113000000', '2613000000', '2617000100', '2614000090', '2617000900', '2614000003', '2614000009', '1114070000', '2632000006', '2617300000', '2611000000', '4163036000', '2614000007', '2614080000', '2632004000', '2632700000', '1114600000', '2632000700', '1914000000', '2632000300', '2617000200', '4163031000', '2614600000', '4163052000', '2612000000', '4163032040', '2633000000', '4163032600', '2114000000', '2614000080', '2614000030', '2611000000', '1118000000', '4163032600', '2614000003', '2632000000', '2618000000', '2617000000', '2163032000', '1114000900', '2619000000']"
번호,INP_USR_ID,"['MIG2017', 'MIG2059', 'MIG2013', 'MIR2019', 'MIG2019', 'MIG2219', 'LIG2019', 'SIG2019', 'MPG2019', 'MIG0019', 'NIG2019', 'FIG2019', 'FIG2019', 'MIG2015', 'MUG2019', 'MIG2319', 'MIG2059', 'MIG2014', 'MIG4019', 'MIG4019', 'MIG2219', 'MCG2019', 'MIG2039', 'MIG2819', 'JIG2019', 'MMG2019', 'MIG5019', 'MIG2039', 'MIG2069', 'MTG2019', 'MIG7019', 'MIF2019', 'MZG2019', 'MHG2019', 'MIG9019', 'MIG2029', 'MIG2010', 'MIE2019', 'MDG2019', 'MIG9019', 'MBG2019', 'MIF2019', 'MIG2419', 'MIG7019', 'MIG3019', 'MIC2019', 'DIG2019', 'MIG2219', 'DIG2019', 'MIS2019', 'MIG2519', 'MIG2049', 'EIG2019', 'MIG2009', 'MIG2017', 'MID2019', 'MIG2049', 'MIG2819', 'MIG2019', 'MIG2719', 'MIG2010', 'WIG2019', 'WIG2019', 'MIB2019', 'MIG2012', 'MIG2089', 'MIG2029', 'MIG2019', 'MIP2019', 'MIG5019', 'MIG2013', 'MIG2079', 'MIG2029', 'MIG2012', 'MIQ2019', 'MIG2519', 'MIG5019', 'MIG2017', 'MFG2019', 'MIG2009', 'MSG2019', 'MIG2011', 'MIG2009', 'MIG2919', 'MIG2016', 'MKG2019', 'MIG2017', 'MKG2019', 'MIG2419', 'MIG2015', 'MIG2019', 'MIG2049', 'HIG2019', 'CIG2019', 'MIG9019', 'MIG2119', 'MIG2059', 'MIJ2019', 'LIG2019', 'MIG0019']"
날짜,INP_DT,"['20191270', '20191210', '20191211', '20181210', '20191710', '20191217', '27191210', '23191210', '90191210', '40191210', '20191280', '20193210', '20197210', '20197210', '20191210', '20791210', '20121210', '20191212', '90191210', '20191240', '20191250', '20191218', '20191510', '20191210', '20191210', '20191010', '20191216', '20191710', '20691210', '20991210', '23191210', '20191410', '20191110', '20191215', '20491210', '20101210', '20101210', '20191290', '20191217', '27191210', '20121210', '20191219', '20191216', '20199210', '20191216', '20191210', '60191210', '22191210', '20191270', '20191510', '22191210', '40191210', '20191210', '20191210', '20191216', '20191270', '20193210', '20197210', '20491210', '20191213', '20591210', '20191280', '60191210', '20191310', '21191210', '80191210', '30191210', '30191210', '20191230', '20191610', '20111210', '20198210', '20191213', '20131210', '20991210', '20991210', '20197210', '20191260', '20191210', '20196210', '20491210', '20191250', '40191210', '20491210', '20111210', '20191810', '20191211', '20191310', '20191218', '20191213', '20198210', '20191212', '20191216', '20191290', '20691210', '20195210', '26191210', '20191214', '20191213', '20191510']"
날짜,INP_TM,"['125428', '128408', '127408', '125478', '125408', '125418', '125408', '125408', '125508', '126408', '125403', '825408', '125407', '125308', '122408', '525408', '125308', '155408', '125400', '121408', '125407', '125408', '325408', '125407', '126408', '124408', '115408', '825408', '125808', '125408', '121408', '128408', '195408', '145408', '425408', '125408', '123408', '625408', '125608', '125401', '126408', '165408', '125401', '725408', '145408', '115408', '128408', '105408', '125608', '122408', '125406', '825408', '123408', '325408', '127408', '125406', '925408', '125468', '125402', '128408', '125405', '125108', '125428', '125448', '125438', '125400', '125488', '127408', '175408', '115408', '325408', '125608', '125408', '122408', '125608', '145408', '125308', '125458', '125408', '125448', '125608', '123408', '129408', '125508', '125108', '124408', '125403', '325408', '165408', '125708', '125403', '105408', '185408', '125708', '145408', '225408', '125708', '126408', '125478', '125407']"
번호,UPT_USR_ID,"['RIG2019', 'AIG2019', 'MIG2089', 'MIG2018', 'MIG2059', 'MNG2019', 'MIH2019', 'MIG2099', 'BIG2019', 'MIG2819', 'MIG2019', 'MIG2919', 'MIG2079', 'MIG0019', 'MIG4019', 'MIE2019', 'MIG7019', 'MIG2519', 'MIG1019', 'MIG2319', 'MLG2019', 'MID2019', 'MWG2019', 'MIG2219', 'MID2019', 'MIG8019', 'MIG2219', 'VIG2019', 'NIG2019', 'MIG2089', 'MIB2019', 'MIG2019', 'MIN2019', 'MIG2049', 'MIG2019', 'MIG2219', 'MUG2019', 'MIG2015', 'MIF2019', 'MNG2019', 'MTG2019', 'MIG2919', 'MIG2519', 'MIG5019', 'MIG2019', 'MIJ2019', 'MIG2819', 'MIG2014', 'MIG2012', 'MIG2014', 'MIG7019', 'WIG2019', 'MIG2419', 'MIG2016', 'MIA2019', 'MIG2219', 'ZIG2019', 'MIH2019', 'MIG9019', 'MID2019', 'MIG2519', 'MIJ2019', 'MIG8019', 'MIX2019', 'MIG2049', 'MIG2619', 'TIG2019', 'MIG2011', 'MIG2015', 'OIG2019', 'MIG9019', 'YIG2019', 'MIG2099', 'MIO2019', 'MSG2019', 'MIG2819', 'MIG2019', 'MIG2019', 'MIG2014', 'MIG2719', 'MIG2018', 'MNG2019', 'MIM2019', 'MIG2019', 'MIG2059', 'MMG2019', 'MIG2009', 'MIB2019', 'EIG2019', 'MIG2013', 'MIW2019', 'MDG2019', 'MIZ2019', 'MIG2049', 'MIG2017', 'MIG9019', 'MIT2019', 'MIG2069', 'MIG2049', 'MBG2019']"
날짜,UPT_DT,"['20091210', '20161210', '20191210', '20991210', '20191810', '20191310', '20391210', '25191210', '20191214', '20151210', '20190210', '27191210', '20391210', '50191210', '20161210', '20991210', '20191213', '20191210', '20181210', '20191210', '20191310', '20191910', '20191210', '20121210', '20091210', '80191210', '20191210', '20191216', '20101210', '29191210', '20191210', '20131210', '20141210', '20191280', '20191210', '20141210', '20193210', '20195210', '20191210', '20191310', '20191210', '20391210', '20192210', '20291210', '20171210', '20391210', '20191210', '20111210', '27191210', '20191610', '20191250', '10191210', '20191230', '70191210', '40191210', '20891210', '20191215', '22191210', '24191210', '20991210', '26191210', '20191214', '20791210', '20195210', '20151210', '20151210', '20191510', '20198210', '20191250', '20191220', '20591210', '20191910', '70191210', '20191240', '21191210', '10191210', '20191218', '20191210', '20191212', '20191410', '29191210', '20191270', '20191310', '20191270', '20151210', '20191290', '20193210', '26191210', '25191210', '20191240', '20391210', '20141210', '20191250', '20121210', '30191210', '30191210', '20181210', '40191210', '20191910', '20190210']"
날짜,UPT_TM,"['125108', '125308', '125498', '115408', '125438', '120408', '125308', '124408', '525408', '125418', '195408', '127408', '124408', '125418', '125408', '128408', '125438', '325408', '126408', '115408', '125108', '125408', '121408', '125404', '125403', '125488', '124408', '125458', '125478', '125406', '125808', '123408', '125428', '125458', '129408', '625408', '125400', '125448', '125408', '125448', '125400', '185408', '825408', '120408', '125208', '185408', '725408', '125508', '125008', '125400', '145408', '125408', '105408', '125448', '125408', '125402', '175408', '125408', '125401', '125508', '125448', '195408', '125608', '725408', '155408', '125408', '125708', '125403', '125428', '125404', '127408', '125208', '125405', '185408', '425408', '725408', '125608', '125405', '125458', '125409', '125404', '125478', '125408', '195408', '125406', '121408', '125408', '145408', '125408', '128408', '121408', '125406', '125008', '125418', '125401', '123408', '125608', '125508', '125308', '125488']"
번호,SYS_NO,"['S07', 'S71', 'S08', 'S77', 'S06', 'O03', 'Q07', 'S67', 'S00', 'S01', 'S94', 'S09', 'S57', 'S07', 'S05', 'X01', 'N04', 'V02', 'S04', 'S41', 'S13', 'T01', 'S04', 'S09', 'E04', 'S08', 'S00', 'S73', 'Q01', 'S13', 'S04', 'S07', 'S08', 'S57', 'S04', 'N04', 'T03', 'V07', 'S94', 'S44', 'S00', 'S03', 'S01', 'K03', 'S74', 'G03', 'S31', 'G03', 'P07', 'S02', 'S93', 'B04', 'S17', 'S06', 'S91', 'S08', 'S09', 'S34', 'S06', 'S84', 'S01', 'T04', 'D04', 'R01', 'S31', 'S04', 'S87', 'S73', 'S71', 'S05', 'Q04', 'W07', 'S09', 'L03', 'E07', 'S34', 'S03', 'S04', 'K04', 'S08', 'S12', 'B02', 'S00', 'S07', 'S01', 'S04', 'S13', 'H07', 'S09', 'S87', 'S00', 'S61', 'S47', 'S05', 'X07', 'X07', 'S84', 'S93', 'S07', 'H04']"
번호,BBS_ID,"['BBS0090005', 'BBS0000095', 'BBS0500005', 'BDS0000001', 'VBS0000005', 'BBS0200004', 'BBS0050004', 'BBS0500001', 'BBS0004005', 'BBS0000605', 'BBS0900001', 'BBS0005002', 'BBS0700003', 'BBS0200005', 'BBU0000003', 'BBS0000025', 'BRS0000002', 'BBS4000003', 'VBS0000004', 'BBS0900005', 'BBS0003002', 'BBS2000001', 'BBS2000001', 'BBS0060003', 'BBS0000002', 'BBS0005001', 'BBS0050002', 'BKS0000002', 'BBS0000053', 'BBS8000005', 'BBS0000005', 'BBS0500002', 'BBS0000804', 'BBS0000055', 'BBS2000005', 'BBS0040003', 'BBS0000007', 'LBS0000002', 'BBV0000001', 'BBS0030005', 'BBS0000604', 'BBS0000043', 'BBS0007003', 'BBS0000081', 'BBS2000004', 'BBS0040002', 'BBS0008003', 'BBS0000009', 'BBS0000007', 'BBS0009005', 'BBS0000005', 'BBS4000005', 'BBS0800004', 'BBS0001003', 'BBS0070004', 'BBS0000004', 'BBS0080004', 'BBS0000015', 'BBS0000008', 'BBS0000002', 'BBS0000004', 'BBS0080002', 'BBS0000007', 'BBS0000004', 'BDS0000002', 'DBS0000001', 'BBS0000008', 'BBS3000005', 'BBS0005004', 'BBS7000001', 'BBS0000002', 'BBS0400004', 'BIS0000005', 'BBS0000004', 'BBS0000501', 'BSS0000005', 'BBS0000000', 'BBY0000001', 'BBS0000084', 'BBS0000004', 'BBS0000004', 'BBS0006001', 'BVS0000002', 'BBS0000071', 'XBS0000005', 'BBD0000005', 'BBQ0000004', 'BBS0009004', 'BBS0700002', 'OBS0000005', 'BBS0000704', 'BBS0000005', 'LBS0000005', 'BBS0000002', 'BBS0000035', 'BBY0000003', 'BTS0000001', 'JBS0000005', 'BBS0300004', 'BQS0000004']"
