domain,col_nm,values
날짜,UPT_DT,"['20221256', '20235503', '20230503', '20223215', '20221215', '20291215', '20200504', '20291215', '20430503', '20251215', '20221716', '20221212', '27221228', '20221215', '20230503', '20239503', '29221228', '20221116', '20233504', '20221716', '20221211', '24221215', '20021216', '10221228', '20221215', '20221208', '20221226', '80221228', '20290504', '80221228', '20921228', '20230504', '90221216', '20220228', '20221248', '20221218', '20221223', '29230504', '20221716', '20230523', '21221228', '20230103', '20230534', '20230573', '10230504', '20221245', '20221218', '20230503', '20230503', '24221216', '20201228', '20221216', '20230504', '21221228', '20201216', '20230524', '20233504', '22221215', '25230504', '20321215', '20230504', '25221216', '20221265', '20230504', '20229215', '20921216', '20230509', '20238504', '20221528', '20227215', '26230504', '20021228', '20280504', '20230509', '20221213', '20221215', '20222215', '40221215', '20221328', '20230503', '20221236', '20221215', '20230553', '40221215', '30230503', '20291216', '20271215', '20236503', '20430503', '20221215', '20230500', '20221229', '20230003', '22221216', '20210503', '20230504', '20230504', '20271228', '20221212', '20230503']"
날짜,UPT_TM,"['021141', '302050', '109050', '093827', '093757', '097141', '102520', '091206', '102050', '091802', '093867', '152527', '193857', '091142', '105050', '098141', '591202', '061202', '093357', '100527', '091147', '100050', '802527', '102080', '102521', '102030', '091232', '093757', '093847', '033857', '293857', '102537', '091252', '102827', '102250', '091140', '096202', '102950', '093957', '091741', '091002', '702527', '093897', '991141', '693857', '102587', '902527', '097202', '093857', '108527', '091202', '091741', '023857', '091140', '132050', '091041', '102080', '093757', '091205', '192527', '191141', '391202', '102507', '096202', '091171', '132050', '102250', '033857', '691202', '693857', '102080', '093157', '090857', '093817', '102827', '102010', '102527', '191141', '031141', '102650', '102528', '102350', '132527', '091202', '093853', '021202', '102000', '693857', '043857', '122050', '293857', '091171', '100527', '202527', '802050', '791202', '106527', '102527', '091602', '093854']"
코드,CD_KND_NO,"['ZD10004', 'CD10802', 'CD10044', 'CD10081', 'CD10007', 'CD17003', 'CY10002', 'CD10402', 'CD10003', 'CD40005', 'CT10002', 'CD10065', 'YD10001', 'HD10002', 'CD10007', 'CD10007', 'ED10003', 'CD10025', 'AD10001', 'CT10005', 'CD10805', 'CD10064', 'CD10003', 'CD10004', 'CD10081', 'AD10004', 'CD10004', 'LD10003', 'CD12005', 'CD10004', 'CH10005', 'CD10002', 'CD30003', 'CD19005', 'VD10004', 'CX10004', 'CD10404', 'HD10001', 'CD10005', 'CD70004', 'CD10403', 'CD10003', 'CS10002', 'CD10032', 'CD10003', 'TD10002', 'XD10003', 'CD17004', 'CD10005', 'CD10004', 'CD10803', 'CD10007', 'CD10003', 'CD10001', 'CD10005', 'CD10042', 'CD10604', 'CD10005', 'ND10004', 'CD10000', 'CD10014', 'CD10404', 'CD80005', 'CD10204', 'CD10071', 'CD10004', 'CD14003', 'CD00001', 'CD15002', 'GD10002', 'CA10005', 'CY10002', 'CD10001', 'CD10005', 'CD16001', 'CD10091', 'CD15001', 'CD10802', 'CD10007', 'VD10002', 'CS10005', 'CD19002', 'DD10003', 'CD10005', 'CD10003', 'CD10075', 'CE10001', 'VD10004', 'CD10008', 'CD10403', 'CD10006', 'CD10403', 'CD10001', 'CD10001', 'CW10003', 'CB10001', 'WD10004', 'CD10001', 'CD10022', 'CD10065']"
,CD_KND_NM,"['하천_등룩_코드', 'SMS_발송_종쌾_코드', '장비_종류_코밞', 'SMS_발송_종류_코뻏', 'SMS_발송_종류_헄드', 'SMX_발송_종류_코드', ' 정산_진젙_상태_코드', 'SMS_발쮙주기_코드', 'RMS_발송_종류_코드', '하천_등급_혞드', 'SNS_발송_종류_코드', '캏천_등급_코드', '하천_등뗮_코드', '장비_종류_코홏', '장비_쌐류_코드', '하켰_등급_코드', '하천_등급_슅드', ' 정뎁_진행_상태_코드', 'SMO_발송_종류_코드', '하천_펀급_코드', ' 정산_진행_뗽태_코드', ' 정산_넉행_상태_코드', 'SMC_발송주기_코드', '장비_종류_코욗', '하몷_등급_코드', ' 정산_진행_셵태_코드', ' 졖산_진행_상태_코드', ' 정산_진큅_상태_코드', 'SMS_발송주됮_코드', 'SKS_발송_종류_코드', '장비_종류_댬드', 'SSS_발송_종류_코드', 'SMS_발송_종류_코꽋', ' 정산_진행_쓅태_코드', '하천_등급_빅드', 'SMS_발송주기_코엔', '장비_종류_코욗', '멃비_종류_코드', '장비_큀류_코드', '하천_등캀_코드', '하천_등급_코꿛', ' 정산_뙱행_상태_코드', '장비_종류_푋드', '하천_등쑮_코드', 'SMV_발송주기_코드', '하천_등급_코좛', 'SMS_발송_종콧_코드', ' 정산_진행_묑태_코드', 'SKS_발송_종류_코드', 'SMS_발송_종쾖_코드', '하천_싾급_코드', ' 정산_진행_상태_봞드', '장비_종류_코똨', ' 정산_진행_퐩태_코드', 'SMS_발송_종류_괴드', 'SMS_발송_종류_코뛺', 'SMS_발송_종류_싛드', 'SMS_발둴주기_코드', '하천_걋급_코드', 'SMS_놜송주기_코드', '하천_등팿_코드', '장괛_종류_코드', '뀪천_등급_코드', 'DMS_발송주기_코드', 'SMS_발옢_종류_코드', '하천_등뵔_코드', 'SMS_발챯주기_코드', ' 정산_진행_짱태_코드', '하천_갌급_코드', '장비_종쇮_코드', 'SMS_발송_종찆_코드', ' 괖산_진행_상태_코드', 'SHS_발송_종류_코드', 'SMS_발졥주기_코드', '장비_횲류_코드', 'SMS_발송_종류_코돽', ' 정산_진행_상태_됕드', '장텓_종류_코드', '장비_종장_코드', 'SFS_발송주기_코드', 'SMS_발꺜주기_코드', ' 풉산_진행_상태_코드', ' 정산_진행_상태_푲드', '장비_종류_코흕', 'LMS_발송주기_코드', '하천_쪵급_코드', '장비_종류_뢏드', ' 정산_진행_띒태_코드', 'SMS_발송_종류_코밨', 'SMS_발컝_종류_코드', ' 정산_진행_쌇태_코드', '장비_종췲_코드', '장비_종퉟_코드', '장비_종류_꽳드', 'SMS_발송_뚂류_코드', '하천_등뷇_코드', '하뇍_등급_코드', 'SMS_발송_종류_코춭', '장비_종류_코떋', '장비_종류_쳱드']"
여부,FC_USE_YN,"['NULL', 'Y', 'N', 'NULL', 'N', 'N', 'NULL', 'NULL', 'Y', 'N', 'N', 'N', 'N', 'Y', 'NULL', 'N', 'N', 'Y', 'Y', 'N', 'NULL', 'N', 'Y', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'NULL', 'N', 'NULL', 'N', 'Y', 'Y', 'NULL', 'NULL', 'Y', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'NULL', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'N', 'NULL', 'Y', 'Y', 'NULL', 'Y', 'N', 'Y', 'N', 'N', 'NULL', 'NULL', 'N', 'N', 'NULL', 'Y', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'N', 'N', 'N', 'N', 'Y', 'NULL', 'N', 'NULL', 'Y', 'N', 'Y', 'N']"
여부,MS_USE_YN,"['Y', 'N', 'NULL', 'NULL', 'Y', 'N', 'N', 'Y', 'N', 'Y', 'Y', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'N', 'Y', 'N', 'NULL', 'Y', 'N', 'N', 'NULL', 'Y', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'N', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'Y', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'N', 'N', 'Y', 'N', 'N', 'N', 'Y', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'N', 'N', 'NULL', 'NULL', 'Y', 'Y', 'Y', 'N', 'NULL', 'NULL', 'N', 'NULL', 'NULL', 'Y', 'Y', 'Y', 'Y', 'N', 'Y', 'NULL', 'N', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'NULL', 'Y', 'NULL', 'NULL', 'N', 'NULL', 'Y', 'NULL', 'Y', 'N', 'Y']"
여부,RV_USE_YN,"['NULL', 'NULL', 'Y', 'N', 'Y', 'N', 'N', 'NULL', 'NULL', 'Y', 'Y', 'N', 'NULL', 'Y', 'NULL', 'Y', 'NULL', 'Y', 'N', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'N', 'Y', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'N', 'N', 'NULL', 'Y', 'Y', 'N', 'NULL', 'Y', 'NULL', 'N', 'Y', 'NULL', 'N', 'NULL', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'Y', 'NULL', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'N', 'NULL', 'Y', 'Y', 'N', 'N', 'N', 'Y', 'N', 'Y', 'N', 'N', 'N', 'Y', 'N', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'Y', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'N', 'Y', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'NULL', 'N', 'N', 'N', 'NULL', 'N']"
여부,RV_PR_USE_YN,"['N', 'NULL', 'N', 'Y', 'NULL', 'N', 'NULL', 'N', 'NULL', 'N', 'NULL', 'N', 'N', 'Y', 'Y', 'Y', 'N', 'N', 'N', 'N', 'Y', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'NULL', 'N', 'N', 'Y', 'N', 'N', 'NULL', 'N', 'Y', 'N', 'Y', 'Y', 'N', 'NULL', 'N', 'N', 'Y', 'N', 'NULL', 'Y', 'NULL', 'N', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'N', 'N', 'Y', 'NULL', 'NULL', 'NULL', 'NULL', 'Y', 'N', 'N', 'N', 'N', 'Y', 'Y', 'NULL', 'N', 'NULL', 'NULL', 'NULL', 'NULL', 'Y', 'N', 'N', 'NULL', 'NULL', 'NULL', 'NULL', 'N', 'N', 'N', 'N', 'Y', 'NULL', 'N', 'N', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'Y']"
번호,INP_USR_ID,"['SYZTEM', 'MIQ201912', 'MIG201912', 'MIG201112', 'ADMKN', 'MIC201912', 'SYSTIM', 'SZSTEM', 'MIH201912', 'MIG201912', 'SYSTEM', 'SYVTEM', 'ADXIN', 'SYSTER', 'SYSTCM', 'SYSTBM', 'ASMIN', 'MIG201912', 'ADMIQ', 'ADMIN', 'SYTTEM', 'ADMVN', 'ADMKN', 'MVG201912', 'AKMIN', 'KYSTEM', 'ADMPN', 'ASMIN', 'AYMIN', 'ADMUN', 'BDMIN', 'ADZIN', 'KIG201912', 'ADMIP', 'MIG200912', 'SYSOEM', 'SIG201912', 'SKSTEM', 'MIG205912', 'MII201912', 'SYSTEM', 'SYSEEM', 'SYSTEY', 'MEG201912', 'SYOTEM', 'MIG209912', 'AHMIN', 'MEG201912', 'AGMIN', 'NIG201912', 'ADHIN', 'ADMIR', 'SYSTZM', 'ADGIN', 'ADGIN', 'SQSTEM', 'ADIIN', 'HDMIN', 'MIG201992', 'SWSTEM', 'ADMLN', 'JYSTEM', 'MIG201512', 'SYSWEM', 'SYNTEM', 'MFG201912', 'SYHTEM', 'MIG211912', 'AYMIN', 'SYSTEV', 'SYOTEM', 'ADIIN', 'AXMIN', 'MIG101912', 'SDMIN', 'ADQIN', 'LYSTEM', 'SYSTEN', 'AUMIN', 'AJMIN', 'SZSTEM', 'SFSTEM', 'MIG201932', 'ADMDN', 'AWMIN', 'ADLIN', 'ALMIN', 'SYSXEM', 'SYSTEM', 'EDMIN', 'AYMIN', 'AUMIN', 'SKSTEM', 'SYSMEM', 'MIG207912', 'MIG201918', 'ADMIC', 'MIG241912', 'AGMIN', 'MRG201912']"
날짜,INP_DT,"['20190323', '20191125', '10190923', '20151105', '20191114', '22190923', '20191105', '70191105', '20190920', '20191102', '30191115', '24191004', '27190923', '27191114', '20191175', '20191155', '30191114', '20891114', '20190913', '20190929', '10191105', '10191114', '20191004', '20191175', '20190223', '30191004', '20191111', '40190923', '20391105', '20199923', '20191014', '20391114', '20191414', '20191155', '20199923', '20190924', '20181115', '20130923', '20291004', '20190927', '23191105', '20191154', '20590923', '20191615', '40191115', '20190920', '20491105', '20191111', '20191135', '20291115', '20190973', '20191115', '20490923', '50191004', '20197004', '20191134', '20191064', '20198114', '20192105', '20170923', '20191185', '20191135', '20130923', '20191214', '20191113', '20191119', '20194115', '20191118', '20191109', '20190921', '20197114', '20194004', '40191115', '20199923', '20491004', '20191615', '20490923', '20190926', '20191074', '20191118', '20190983', '20191105', '20191084', '20191114', '20110923', '30191105', '20191185', '20191004', '20191004', '20391105', '20190920', '40190923', '24190923', '20190223', '20190943', '20181105', '20191314', '20111105', '21191105', '20191124']"
날짜,INP_TM,"['113455', '155249', '111435', '146000', '103900', '191455', '111475', '111435', '155146', '118455', '149000', '155749', '112300', '111454', '143300', '103900', '140000', '103000', '110455', '122300', '155169', '155199', '655149', '572300', '103240', '111450', '843000', '111455', '110455', '155169', '143000', '114455', '156149', '143090', '155349', '133200', '132300', '172600', '195149', '103200', '155049', '103203', '172380', '143050', '121455', '643000', '112455', '172330', '103400', '103270', '111555', '111055', '155143', '161455', '143000', '111456', '143004', '163200', '155169', '103280', '113455', '111555', '172200', '103200', '193200', '172340', '107200', '192300', '172340', '103207', '170300', '135149', '131455', '703200', '503200', '179300', '103208', '113200', '155129', '153000', '111415', '155119', '111456', '172304', '472300', '112455', '103260', '112455', '171300', '155146', '111495', '143005', '143000', '155179', '143500', '103280', '103206', '143070', '155169', '104200']"
번호,UPT_USR_ID,"['MIG201912', 'MIG201914', 'ADMIS', 'ADMIR', 'SYITEM', 'HYSTEM', 'SYGTEM', 'TDMIN', 'SYCTEM', 'SYBTEM', 'DDMIN', 'MIG201919', 'ADMIR', 'ADCIN', 'AZMIN', 'ZYSTEM', 'NDMIN', 'SPSTEM', 'MIG201919', 'LIG201912', 'ADNIN', 'MIG221912', 'SYATEM', 'SYSTPM', 'SYSTEE', 'MIG001912', 'SYSTEY', 'RDMIN', 'SIG201912', 'ANMIN', 'SYNTEM', 'YYSTEM', 'WYSTEM', 'ADMWN', 'ADJIN', 'ADMIP', 'SYSHEM', 'ADMIA', 'ADMPN', 'MLG201912', 'SYSTXM', 'ADMIJ', 'SPSTEM', 'SYSTYM', 'SYKTEM', 'BDMIN', 'MVG201912', 'MIG201919', 'ADNIN', 'SYSTEJ', 'MIG281912', 'SYLTEM', 'MIG221912', 'LIG201912', 'MIG201912', 'SKSTEM', 'ANMIN', 'MIG200912', 'MIC201912', 'SYSTEM', 'MIG201914', 'ADYIN', 'SYSTSM', 'MIG201932', 'ADMIB', 'MIG201912', 'IDMIN', 'MIM201912', 'SYSNEM', 'ATMIN', 'MIG251912', 'MIG301912', 'SYSQEM', 'QYSTEM', 'MIG208912', 'AMMIN', 'TDMIN', 'AJMIN', 'ADMII', 'MIG401912', 'UDMIN', 'ADHIN', 'AKMIN', 'ADMQN', 'MIG201912', 'SYSKEM', 'SYSTEI', 'MIG201992', 'MIG401912', 'MIG201212', 'ZIG201912', 'SYSMEM', 'SYSTEL', 'MIG211912', 'BDMIN', 'MII201912', 'CDMIN', 'ATMIN', 'MXG201912', 'SYOTEM']"
