domain,col_nm,values
코드,CTW_PGR_AFT_SE_CD,"['PRO706', 'PRO006', 'PRA006', 'PRO007', 'PRO002', 'GRO003', 'PRO076', 'PRO087', 'PRO006', 'PRO007', 'PRO000', 'PRO026', 'SRO007', 'PRO002', 'PRO036', 'PZO007', 'JRO003', 'PRO093', 'PRO002', 'PRO063', 'PRO003', 'PRO008', 'PRD003', 'PRO007', 'PXO003', 'PRO003', 'YRO007', 'PRO023', 'PRO036', 'LRO007', 'PVO007', 'PRK007', 'PSO006', 'PRO806', 'PRO016', 'PRO004', 'PRO607', 'WRO003', 'PPO003', 'PRM003', 'PRO057', 'PRR006', 'PRO002', 'RRO007', 'PRP007', 'PRO057', 'PRO086', 'BRO003', 'KRO003', 'PRO009', 'PRO016', 'PRJ007', 'PRO037', 'PRO303', 'WRO003', 'PRO003', 'PRM006', 'PRC006', 'PRN003', 'PRO096', 'PQO007', 'PXO007', 'PRV007', 'PTO007', 'PRH007', 'RRO007', 'PRO507', 'PRO007', 'PRW006', 'SRO003', 'QRO006', 'PRO503', 'PRO707', 'PYO007', 'PRO093', 'PRO073', 'PRO002', 'PRO008', 'PRO207', 'FRO003', 'PRJ006', 'PIO003', 'PRO043', 'YRO003', 'PRO002', 'ORO003', 'PRY007', 'PDO007', 'PRO000', 'PRO000', 'NRO003', 'PRO004', 'PFO003', 'PMO003', 'PRO008', 'PRO007', 'PRV007', 'PRI006', 'JRO006', 'PQO003']"
수량,SEQ,"['1', '2', '7', '5', '6', '7', '1', '2', '6', '6', '3', '0', '0', '6', '4', '3', '1', '3', '7', '4', '0', '0', '2', '3', '1', '1', '9', '1', '7', '6', '4', '3', '0', '1', '3', '1', '0', '8', '6', '4', '7', '0', '9', '8', '1', '6', '0', '0', '9', '0', '1', '3', '4', '8', '0', '9', '3', '3', '2', '0', '8', '5', '8', '2', '9', '5', '3', '3', '7', '8', '0', '4', '8', '0', '0', '8', '0', '2', '0', '1', '0', '8', '5', '1', '1', '6', '5', '1', '2', '7', '5', '5', '0', '4', '7', '4', '6', '9', '4', '5']"
번호,INP_USR_ID,"['sgp4', 'vart2', 'sga3', 'pait6', 'part5', 'vga4', 'ssa3', 'park6', 'pagt2', 'sgm4', 'paht6', 'prrt6', 'pdrt6', 'pzrt6', 'sgh3', 'sna3', 'part2', 'prrt2', 'pare2', 'wart5', 'sga9', 'part8', 'pert2', 'cart6', 'sgi3', 'past5', 'sma3', 'pfrt2', 'iart5', 'sja4', 'paro5', 'parg5', 'sda3', 'oart5', 'iart2', 'part5', 'wart2', 'kga3', 'sgk4', 'pare5', 'paru2', 'part6', 'fga3', 'spa4', 'part6', 'oart6', 'sgv3', 'paxt5', 'bart5', 'pvrt5', 'part1', 'sga1', 'dga4', 'iart5', 'sda3', 'uart6', 'pzrt5', 'pbrt5', 'pawt5', 'parp5', 'bga4', 'parn6', 'fga4', 'psrt5', 'sga9', 'papt2', 'spa4', 'hga4', 'sga7', 'eart6', 'paru5', 'part8', 'sja4', 'gga4', 'part1', 'pazt2', 'pare5', 'part8', 'hga4', 'part3', 'sra4', 'sga2', 'iga3', 'part3', 'zga3', 'sgz4', 'sya3', 'sgl4', 'wart5', 'part1', 'sgt4', 'gga4', 'part6', 'sqa4', 'sgv4', 'sba4', 'part9', 'past2', 'sea4', 'sja4']"
날짜,INP_DT,"['20220106', '20400121', '20200102', '30200313', '20200221', '20200421', '21200217', '20200316', '20200146', '20000313', '20200120', '20200106', '20200217', '20203313', '20200121', '20200817', '20100313', '20200123', '20230120', '20800217', '20230313', '20100120', '10200106', '20202106', '20200120', '20220106', '20206106', '20200313', '20300120', '20200217', '40200106', '20600120', '20290120', '20200406', '20200297', '20200317', '20200122', '20200721', '20200713', '20200126', '20200206', '20200120', '27200121', '20100313', '40200121', '20800106', '20200317', '40200313', '22200121', '20200106', '20700106', '28200106', '28200106', '20206313', '23200121', '23200217', '20200191', '20200257', '20270106', '60200313', '20209106', '20200120', '24200121', '20270313', '27200217', '20204121', '20200217', '20260313', '20201106', '20200506', '20200108', '20290106', '20201106', '20240217', '20200213', '20200206', '90200120', '20280217', '20206106', '20200128', '20200101', '20200313', '20200317', '50200313', '20209106', '29200313', '10200121', '20200017', '80200120', '20200103', '20200176', '20300217', '20600313', '20200176', '20200121', '20200100', '20206217', '20207217', '20200417', '20202217']"
날짜,INP_TM,"['151332', '151348', '161120', '085704', '131342', '062120', '062110', '050284', '080704', '085704', '082140', '951342', '161726', '085774', '050221', '065704', '151322', '085704', '080704', '151742', '151342', '058224', '032140', '067140', '081704', '153342', '951342', '161122', '057224', '153342', '032140', '161226', '161146', '167126', '067140', '167126', '550224', '350224', '062142', '350224', '661126', '050274', '751342', '121342', '163126', '050284', '089704', '085702', '161342', '085701', '151542', '085703', '050228', '151322', '062190', '151342', '862140', '085724', '062160', '062120', '051224', '161126', '151312', '261126', '086704', '761126', '050224', '050229', '131126', '151348', '050224', '062149', '150342', '082704', '141126', '085004', '069140', '161146', '050624', '085707', '161126', '161126', '161122', '085404', '085703', '050284', '085704', '082140', '151362', '062140', '169126', '084704', '151312', '151352', '161129', '157342', '161123', '151346', '751342', '161146']"
번호,UPT_USR_ID,"['qga4', 'psrt2', 'fart6', 'park5', 'pawt6', 'sga4', 'part0', 'swa3', 'parj5', 'sta4', 'ska3', 'gart2', 'sza3', 'sgq4', 'sgl3', 'sea4', 'sba3', 'gart2', 'sga2', 'phrt6', 'pbrt2', 'pajt2', 'part1', 'uga3', 'parf2', 'parr2', 'part2', 'part9', 'sgs3', 'part7', 'sgj3', 'sia4', 'sgn3', 'sgy3', 'part0', 'part2', 'fga4', 'tga4', 'kart5', 'port5', 'paet2', 'oga3', 'pvrt6', 'swa3', 'sda3', 'pprt5', 'gart6', 'iart6', 'purt6', 'parj6', 'nart5', 'sla3', 'sgg3', 'sva3', 'sga5', 'sga5', 'paft5', 'kga3', 'kart5', 'sga4', 'part2', 'part1', 'sha4', 'jart6', 'tga4', 'paht2', 'sga5', 'part5', 'jart2', 'papt5', 'cga4', 'parj2', 'paht5', 'sga3', 'sgx3', 'sgh3', 'part4', 'pprt5', 'sga0', 'part6', 'para5', 'pirt5', 'parp6', 'sgn4', 'spa4', 'mart2', 'part5', 'pnrt5', 'sfa4', 'paat2', 'part7', 'eart6', 'sgh4', 'eart5', 'hga3', 'sgp3', 'sgc4', 'qart5', 'paat6', 'bart6']"
날짜,UPT_DT,"['20220217', '20208106', '10200217', '20200303', '20240120', '20200120', '20209217', '20209106', '20270313', '20210121', '20200150', '20200316', '20200122', '20000106', '20200310', '20200121', '20200120', '20200363', '20201217', '20200106', '20250106', '10200121', '25200106', '20200303', '20240217', '20200106', '20900217', '90200121', '20200121', '30200121', '70200313', '20203121', '20260120', '20200117', '20260121', '20200190', '25200313', '70200106', '20500313', '20200217', '20900313', '24200121', '20200106', '20200217', '20200130', '28200313', '22200217', '28200217', '20200131', '20200215', '20230120', '20300217', '20206121', '20200017', '20200383', '27200121', '20200306', '25200120', '20200393', '20200121', '20200125', '27200313', '20208121', '20200316', '20200126', '20200316', '50200120', '20204106', '10200217', '20000217', '29200313', '90200120', '90200120', '20200107', '27200313', '26200217', '20210120', '20204106', '20100120', '20290217', '20290120', '20200120', '20200117', '20200111', '25200121', '20200120', '20500121', '20200277', '20200606', '20209106', '20200146', '20230106', '20202106', '20200506', '20200121', '20400106', '20200170', '20200121', '20200121', '20200277']"
날짜,UPT_TM,"['161726', '161196', '550224', '064140', '164126', '064140', '062150', '052140', '010224', '661126', '985704', '181342', '086704', '161121', '062147', '181126', '085704', '062140', '050254', '050224', '065704', '151742', '151342', '161126', '151126', '065704', '161526', '062144', '062143', '151242', '111126', '085704', '151042', '151382', '156342', '084704', '085709', '151346', '151343', '151352', '160126', '062140', '051224', '161126', '166126', '030224', '661126', '085709', '191342', '084704', '062150', '862140', '085504', '050225', '085702', '085734', '161126', '485704', '085724', '141342', '050226', '054224', '285704', '089704', '161342', '060140', '050824', '961126', '161166', '085703', '057224', '121342', '072140', '062740', '065140', '062240', '161196', '050524', '161026', '062140', '168126', '461126', '151302', '950224', '151942', '052140', '985704', '163126', '151340', '160126', '059224', '155342', '161123', '085304', '051224', '050524', '750224', '151302', '161136', '062640']"
번호,IDF_RGSNO,"['FC0124140801', 'FC0123630005', 'FC0101080002', 'FC0184140001', 'FC0124140031', 'FC0124140001', 'FC0132760008', 'FE0124140001', 'FC0129730004', 'FC0023660005', 'FC0732760000', 'FX0132760000', 'FC0623660005', 'FC0129830004', 'FC0129835004', 'FC0124140301', 'FC0123140001', 'FC0132700000', 'FC0124040001', 'FC0123360005', 'FC0129830084', 'FC0132767000', 'FC0124140001', 'OC0132760000', 'FC0132760003', 'FS0131080002', 'FC0132760000', 'FC0129830904', 'FC0231080002', 'FC8129830004', 'FC0124640001', 'FH0131080002', 'FC0123660005', 'FC0124140901', 'FC0132760070', 'FC0029830004', 'FC0132760005', 'FC1129830004', 'FC3131080002', 'FC0189830004', 'FC0124140007', 'FC0113660005', 'FC0132760000', 'FC0423660005', 'FC0129830304', 'FC0124140201', 'FC9124140001', 'FC0129830084', 'FC0329830004', 'FC0132760070', 'FC0124140001', 'FC0132760004', 'FA0129830004', 'FC0132760009', 'FC0129830004', 'FC0130080002', 'FC0132769000', 'FC0131680002', 'FC0129830004', 'FC0129830008', 'FC4132760000', 'FX0124140001', 'FC0182760000', 'FC0137760000', 'FC0132760010', 'CC0129830004', 'FC0199830004', 'FC0129530004', 'FD0124140001', 'FC2124140001', 'VC0124140001', 'FC0109830004', 'FC0123660065', 'YC0129830004', 'FC0111080002', 'FC0184140001', 'FF0129830004', 'BC0132760000', 'FC0114140001', 'FC0131980002', 'FC0132760000', 'FC0124140081', 'FC0132762000', 'FC7131080002', 'FC0129830004', 'FC0129835004', 'FL0131080002', 'FC0124140601', 'FC0129830034', 'FC0129830009', 'FC0824140001', 'FC9132760000', 'FC0131080002', 'FC0132760050', 'FC0132760003', 'FC0123660005', 'FC0131080008', 'FX0129830004', 'FC0123660705', 'FC0124170001']"
번호,CFM_SEQ,"['9', '2', '4', '5', '8', '2', '1', '0', '8', '0', '5', '0', '6', '0', '1', '9', '7', '8', '1', '3', '0', '8', '9', '1', '9', '5', '1', '6', '6', '4', '0', '7', '2', '6', '5', '9', '7', '3', '8', '4', '7', '5', '7', '0', '3', '5', '0', '6', '6', '6', '3', '2', '3', '2', '1', '5', '0', '0', '3', '9', '3', '1', '3', '0', '5', '8', '0', '7', '8', '1', '4', '7', '1', '2', '4', '1', '7', '5', '2', '1', '0', '1', '5', '6', '8', '0', '5', '5', '1', '1', '0', '8', '3', '1', '1', '7', '2', '3', '1', '3']"
번호,BN_CFM_INS_NO,"['130064', '130007', '136006', '130023', '210101', '136003', '131006', '170006', '130503', '131005', '132003', '137004', '180003', '130000', '130001', '130204', '130505', '130000', '130084', '130505', '110005', '130006', '130606', '130706', '130203', '130005', '110105', '130036', '530003', '190006', '130005', '136006', '130904', '130056', '130003', '130084', '530003', '130504', '130006', '130002', '120003', '130106', '130703', '136003', '136004', '114101', '930003', '130005', '139003', '710101', '130036', '111101', '119101', '190005', '630004', '730006', '130083', '120101', '130004', '110301', '130015', '630006', '135006', '230006', '110104', '130005', '130101', '130406', '140006', '110301', '730003', '130003', '130000', '730005', '130003', '110141', '130024', '170101', '138006', '130008', '130076', '116101', '110201', '130503', '131005', '130906', '130203', '830005', '112101', '430003', '130603', '136006', '530004', '110171', '930003', '120005', '130004', '130008', '130036', '130043']"
코드,CFM_STT_CD,"['94', 'NULL', 'P', 'NULL', 'X', 'C', '69', '69', 'K', 'A', '98', '97', 'A', 'U', 'T', '93', 'F', 'O', 'E', 'NULL', 'Y', 'NULL', '29', 'A', 'I', 'N', 'NULL', 'K', 'NULL', '93', '94', 'Y', 'NULL', '94', 'I', 'S', 'NULL', '99', 'S', 'NULL', 'NULL', '39', '90', 'NULL', 'Q', 'R', 'K', '97', 'J', 'W', 'NULL', 'M', 'M', 'NULL', 'A', 'M', 'J', 'NULL', 'I', '91', 'NULL', 'O', 'F', '69', '59', 'L', 'K', 'NULL', 'NULL', 'X', 'T', 'P', '98', 'D', 'B', 'NULL', 'Z', 'C', '69', '59', 'U', 'L', '89', '79', 'I', 'I', 'G', 'D', '90', 'L', 'NULL', 'T', '93', 'K', 'NULL', '29', 'J', 'NULL', 'H', '29']"
번호,WRT_USR_ID,"['pyrt6', 'SCSTEM', 'SYSTQM', 'SYSTEK', 'hart5', 'pfrt5', 'parw6', 'ptrt5', 'part0', 'sga5', 'part5', 'SPSTEM', 'pabt6', 'kart6', 'SWSTEM', 'part6', 'sga3', 'pabt5', 'mart5', 'sgn4', 'sna4', 'pert6', 'nga4', 'SYSTES', 'sga1', 'NYSTEM', 'plrt2', 'prrt2', 'xart2', 'palt6', 'pdrt6', 'SWSTEM', 'part4', 'pajt5', 'part8', 'pavt5', 'plrt5', 'pyrt5', 'pabt2', 'SYSVEM', 'LYSTEM', 'SYSTWM', 'pakt5', 'part1', 'mga4', 'AYSTEM', 'sgd4', 'SBSTEM', 'SYFTEM', 'vart5', 'SNSTEM', 'sia4', 'SYSTCM', 'part4', 'sga9', 'sxa4', 'paru5', 'paot2', 'SYSTEX', 'pare6', 'sxa4', 'part2', 'SYSBEM', 'sga4', 'sga6', 'pabt6', 'SYQTEM', 'wga4', 'part4', 'padt5', 'patt6', 'part5', 'parg6', 'sca4', 'JYSTEM', 'padt6', 'part7', 'fart5', 'rga4', 'paru2', 'parl2', 'pagt5', 'SYFTEM', 'zart6', 'parw2', 'SYSTFM', 'sgu4', 'sga1', 'psrt6', 'kart2', 'plrt2', 'past5', 'part8', 'parl2', 'part1', 'part3', 'part9', 'pyrt5', 'pdrt6', 'pwrt5']"
날짜,CHG_DT,"['20000121', '20200121', '20200127', '28200106', '20200101', '20191302', '20200292', '20200101', '20200215', '20207106', '20300120', '20200242', '20230120', '20200210', '20200171', '20240106', '20290120', '50200120', '20191402', '20220106', '20191212', '20200706', '20500121', '20200219', '24191202', '40200120', '26200106', '20200120', '20200206', '20191902', '20100121', '20207121', '20800121', '20193202', '20200100', '20200141', '20600106', '28200106', '20200121', '20200150', '20200108', '20200621', '20191208', '20200211', '20200821', '20209121', '20200124', '20208212', '20600120', '20191402', '20197202', '20191802', '20290120', '30200121', '20200012', '20209212', '20300106', '20201120', '50200121', '20200121', '20500120', '20000106', '20200105', '20181202', '27191202', '60200212', '20200820', '20200212', '20250106', '20200186', '29191202', '20191252', '20000120', '20700212', '20202120', '20191209', '20240106', '80200120', '20000121', '20192202', '20200216', '20600212', '20203106', '80200212', '20200720', '20200151', '20206106', '20200129', '20200121', '20200211', '20191200', '20200129', '50191202', '20100106', '20290121', '20200110', '25200120', '20200123', '20791202', '20000106']"
번호,INP_USR_ID,"['pdrt5', 'psrt2', 'part8', 'cga4', 'SYSTEI', 'sga4', 'parx2', 'sja4', 'SYZTEM', 'ssa4', 'parw2', 'rart6', 'iart2', 'sgh4', 'SISTEM', 'paft2', 'paqt6', 'SYJTEM', 'part1', 'pard6', 'paot2', 'parf2', 'part4', 'vga4', 'sga9', 'sart5', 'sga5', 'SYSTEM', 'wga4', 'SYSTEX', 'saa4', 'mart6', 'rart6', 'pazt5', 'sgd4', 'zga4', 'pars5', 'TYSTEM', 'part4', 'parz2', 'part2', 'sga4', 'spa4', 'sgw4', 'sgf4', 'sia4', 'TYSTEM', 'sga6', 'pdrt5', 'parl5', 'part6', 'SYSTXM', 'part3', 'zart2', 'sia4', 'parc5', 'parn5', 'pact5', 'SYSTGM', 'sgy4', 'part0', 'pazt5', 'mart2', 'yart2', 'pazt2', 'sgx4', 'SYSHEM', 'SYUTEM', 'SYSNEM', 'yart2', 'ega4', 'nart5', 'parn2', 'SYSXEM', 'pcrt6', 'part7', 'paft5', 'sba4', 'paot2', 'parb5', 'sua4', 'pjrt5', 'part0', 'paht5', 'part4', 'SYSCEM', 'HYSTEM', 'sga5', 'SYSTAM', 'parv2', 'park2', 'pars5', 'pait2', 'SYQTEM', 'SASTEM', 'sba4', 'park5', 'part1', 'zart2', 'para6']"
날짜,INP_DT,"['25200120', '20201120', '70200120', '24191202', '70200120', '70200212', '20230107', '20200820', '20700107', '20207107', '20200212', '20200107', '20391202', '20200180', '20600107', '20200120', '20191202', '20208107', '20191202', '70191202', '20210212', '20200167', '20200101', '20121202', '20209212', '28200212', '20200212', '20207120', '20200106', '20200212', '20200420', '20200202', '29200107', '20200406', '10191202', '50200107', '20200107', '20207106', '30200106', '22200106', '40200106', '20200122', '20200252', '20203120', '20270107', '20700212', '20900212', '20191602', '20200212', '20200120', '20200160', '20191203', '20210120', '20200186', '20200106', '22200106', '20191204', '20200712', '40200106', '26200120', '20500106', '20191702', '22200106', '22191202', '20208107', '20200212', '20209107', '20200100', '20600107', '20200176', '20200107', '90191202', '20800106', '20200116', '20200207', '20200202', '20200120', '20700120', '10200212', '20202212', '20200156', '20191402', '20230106', '40191202', '20700212', '23191202', '20200106', '20191002', '20205106', '22200107', '28200106', '20191252', '20202107', '29200212', '20200212', '60200212', '20111202', '20200007', '20210106', '20203106']"
