domain,col_nm,values
날짜,UPT_TM,"['103443', '103438', '103857', '103253', '153837', '103238', '603843', '163843', '153843', '103524', '106837', '193838', '123843', '103853', '103893', '103863', '703843', '103830', '100837', '103837', '108838', '103724', '106838', '303853', '103834', '903838', '703853', '503853', '103837', '103855', '103453', '109824', '103624', '107853', '103831', '103836', '103838', '903824', '103817', '103883', '603853', '103838', '703853', '103038', '103839', '153838', '103237', '103829', '103817', '103643', '103038', '903837', '103828', '103898', '103253', '103143', '403824', '303824', '303824', '103845', '133853', '133837', '703838', '103840', '103844', '103838', '103438', '803838', '103827', '100837', '103867', '603843', '103924', '103833', '103937', '163853', '103829', '107843', '103818', '143843', '109843', '103857', '103829', '703843', '102824', '173837', '103538', '163838', '103833', '803838', '103043', '803824', '703853', '104824', '103823', '143843', '108843', '103857', '103836', '603838']"
번호,DIS_NO,"['MYS020101G01', 'MLI020303G02', 'NULL', 'NULL', 'NULL', 'NULL', 'MLS020303G22', 'MLS020801G02', 'NULL', 'MLS029303G02', 'MLS020101G41', 'NULL', 'MLS020303G52', 'MLS020101X01', 'NULL', 'MLS020401G02', 'MLS020601G01', 'MLS320101G01', 'NULL', 'NULL', 'MLS020101G11', 'MLS026303G02', 'MLS020383G02', 'MLS0702G01', 'MLS020101G09', 'MLS025101G02', 'MLS023101G02', 'NULL', 'OLS020303G02', 'MLY0703G01', 'NULL', 'BLS020101G02', 'MLS020201G01', 'MLS020303G02', 'MLS020101G02', 'MLS020111G01', 'MLS0703P01', 'MLS020101G51', 'MLS020303K02', 'NULL', 'MLS020101G51', 'MLS020101G01', 'MLS0503G01', 'MLS090303G02', 'MLS520101G01', 'ULS0703G01', 'NULL', 'MLS010101G02', 'PLS020303G02', 'NULL', 'ILS020101G02', 'MLS0703G00', 'MLZ020303G02', 'MLS0703H01', 'NULL', 'NULL', 'MLS0701G01', 'MLS020101G01', 'MLS020101G08', 'MLS060303G02', 'MLS020303G08', 'QLS0703G01', 'MLS0203G01', 'MIS020101G01', 'MLS920101G02', 'MLS070101G02', 'MLS070101G02', 'MLS0703G03', 'MLS020101G02', 'NULL', 'NULL', 'MLS020131G02', 'MLS020103G02', 'MLS025101G01', 'MLS027303G02', 'MLS060101G02', 'MLS040101G02', 'MLS020101P01', 'MLS0723G01', 'MLS070303G02', 'NULL', 'ULS020101G01', 'MLS820101G01', 'MLS8703G01', 'MLS0703G51', 'NULL', 'MLS027303G02', 'MLS0723G01', 'MLS0703G61', 'NULL', 'MLS020101G02', 'MLS0703G51', 'MQS020101G02', 'MLS020101G72', 'MLS020101G02', 'NULL', 'MLS030101G01', 'MLS0703T01', 'PLS020303G02', 'MLS020303G06']"
번호,OBJ_NO,"['J3011', 'L3011', 'D6027', 'D1027', 'G1027', 'D1027', 'F3011', 'M3011', 'M3411', 'D1086', 'O1027', 'D1628', 'M1022', 'M1082', 'D1727', 'D1096', 'D4026', 'D1017', 'D1727', 'D7027', 'D1028', 'M1072', 'M1922', 'C1028', 'M1022', 'D5028', 'D1086', 'M3311', 'M0011', 'D1086', 'M1022', 'L3011', 'B1028', 'R3011', 'M1522', 'M1022', 'X1026', 'M1023', 'D1097', 'D1328', 'D1024', 'D1025', 'M3611', 'D1026', 'D8026', 'G1026', 'M3018', 'D0028', 'M6011', 'D1628', 'M3811', 'K1027', 'M3091', 'D9028', 'M1012', 'D9027', 'Q1026', 'M1020', 'D1018', 'M7011', 'M3111', 'D1227', 'D1066', 'M3081', 'D1228', 'M1028', 'D1027', 'D1097', 'Q1022', 'D1024', 'Z1027', 'F1028', 'D8028', 'D1077', 'S1026', 'D6026', 'M1092', 'M3711', 'T1022', 'D1326', 'D0026', 'D4027', 'D1526', 'D1326', 'D9026', 'M1082', 'U1026', 'Q1026', 'S3011', 'J1022', 'V1028', 'M3001', 'D6028', 'D1627', 'D1627', 'D1076', 'D1024', 'M8022', 'D1036', 'D1020']"
번호,OBJ_NO,"['M1029', 'D1028', 'D1058', 'G1001', 'M3016', 'P2342', 'F4005', 'D1037', 'P2203', 'M3011', 'E1022', 'P2340', 'D1026', 'P2204', 'D1024', 'V3011', 'M2011', 'F1026', 'D1026', 'D3027', 'D1020', 'D1026', 'R1022', 'H1027', 'D3027', 'P2204', 'V1028', 'N3011', 'P2203', 'D1428', 'P2203', 'D2028', 'M1027', 'P2342', 'D1021', 'R1028', 'D1022', 'T1026', 'D3028', 'D1021', 'B1026', 'D1057', 'M7022', 'M1032', 'P2202', 'G1022', 'F4005', 'D1427', 'P2246', 'K1026', 'M1028', 'D1627', 'M1622', 'D1027', 'M3411', 'M1025', 'P2203', 'D1097', 'D4027', 'P2297', 'M1032', 'R1027', 'G1001', 'D1022', 'D0026', 'P2202', 'D7026', 'D1026', 'P2297', 'G1001', 'F4005', 'G1001', 'M1322', 'D1046', 'P2342', 'P2193', 'D1023', 'P2204', 'M1062', 'G1001', 'M4011', 'D7028', 'A1028', 'D1428', 'D4026', 'X1028', 'D1326', 'P2203', 'P2193', 'P2340', 'B3011', 'B1026', 'P2340', 'D1046', 'D1036', 'M6022', 'M1122', 'P2246', 'M1024', 'D0027']"
번호,PAR_OBJ_NO,"['G2326', 'G2302', 'G2607', 'G0040', 'G2117', 'G2306', 'G2416', 'G2306', 'G2303', 'G2413', 'F2306', 'G0600', 'G0000', 'G9000', 'G8306', 'I0000', 'D0000', 'D0000', 'Y1001', 'G2447', 'G2007', 'G2417', 'G0009', 'G2307', 'G1081', 'G2206', 'G2417', 'G2447', 'P2306', 'G0300', 'O1001', 'G2387', 'G8417', 'T2417', 'G2007', 'G0020', 'G8001', 'A2306', 'I2417', 'G0060', 'G6001', 'G2907', 'G4000', 'G0030', 'G1301', 'G2487', 'G2397', 'G2717', 'G2326', 'G2007', 'G1201', 'G1004', 'G2717', 'G0000', 'B2307', 'G6001', 'G0090', 'G0001', 'G0600', 'G2367', 'J0000', 'G2316', 'G2301', 'J2306', 'O2306', 'G9306', 'A2417', 'G2307', 'G6417', 'G1101', 'G0200', 'G2497', 'X2307', 'X2417', 'S1001', 'G2807', 'J2306', 'E2307', 'O2306', 'G2377', 'G0005', 'G5000', 'G7417', 'G0400', 'P1001', 'G2301', 'T1001', 'G2917', 'G2305', 'G2617', 'G2387', 'G2006', 'G1401', 'G1002', 'G2306', 'G0003', 'G2397', 'X2417', 'G6307', 'G1001']"
번호,RLS_SYS_NO,"['P02', 'S03', 'S21', 'S08', 'S06', 'S82', 'Z02', 'S21', 'Q05', 'I02', 'R03', 'S05', 'M01', 'S01', 'S04', 'S08', 'S06', 'S00', 'S04', 'I06', 'M02', 'S42', 'S03', 'W01', 'S04', 'S05', 'O02', 'S15', 'S02', 'S02', 'S00', 'S81', 'W06', 'O03', 'S05', 'P02', 'L01', 'S26', 'S46', 'O02', 'N02', 'S65', 'S04', 'S03', 'S08', 'S00', 'S05', 'U06', 'S03', 'K05', 'S62', 'H05', 'A05', 'N05', 'S07', 'S08', 'S72', 'S11', 'U01', 'O03', 'S05', 'G06', 'S06', 'S06', 'S09', 'O05', 'E03', 'Z03', 'S05', 'S03', 'S76', 'K05', 'E03', 'P05', 'C05', 'W06', 'S01', 'S56', 'T06', 'S46', 'Y05', 'S08', 'S00', 'S65', 'T03', 'S01', 'Z01', 'P05', 'S02', 'S05', 'S42', 'K01', 'S32', 'S82', 'S65', 'S11', 'A03', 'S46', 'V01', 'S02']"
코드,RLS_SE_CD,"['MY', 'HD', 'MP', 'OM', 'SD', 'BD', 'MD', 'YF', 'MS', 'DD', 'FF', 'MW', 'TD', 'LD', 'JD', 'GS', 'MO', 'MM', 'GI', 'GD', 'ZD', 'XM', 'SM', 'KD', 'GA', 'YD', 'UD', 'GW', 'PM', 'LM', 'GZ', 'SM', 'GL', 'ND', 'GC', 'GP', 'GF', 'JM', 'MG', 'EM', 'GD', 'UM', 'MH', 'TM', 'LF', 'GL', 'PF', 'TD', 'DM', 'GI', 'GK', 'MV', 'FF', 'KF', 'GY', 'MI', 'GS', 'XD', 'GA', 'CM', 'SD', 'EF', 'FM', 'QM', 'MD', 'MH', 'GU', 'GA', 'MR', 'OF', 'MZ', 'MS', 'IM', 'VM', 'GF', 'GM', 'GI', 'MH', 'UM', 'GE', 'GC', 'GO', 'WF', 'GV', 'FD', 'RD', 'RD', 'XF', 'GJ', 'GG', 'AF', 'GV', 'NM', 'MK', 'GB', 'PF', 'GM', 'BD', 'XF', 'GS']"
번호,DSP_ORD,"['1', '7', '1', '2', '5', '1', '0', '0', '5', '8', '1', '4', '8', '0', '9', '5', '2', '9', '5', '3', '0', '5', '0', '0', '4', '5', '9', '6', '6', '4', '3', '5', '0', '1', '1', '7', '0', '0', '1', '0', '8', '9', '8', '0', '0', '7', '0', '3', '0', '0', '4', '0', '5', '4', '0', '1', '1', '1', '1', '5', '9', '0', '8', '5', '0', '3', '1', '2', '3', '1', '0', '1', '0', '7', '2', '5', '9', '0', '1', '1', '9', '8', '0', '1', '8', '8', '0', '4', '1', '7', '0', '7', '4', '2', '5', '9', '6', '5', '3', '5']"
여부,GNB_OUT_YN,"['N', 'NULL', 'Y', 'N', 'NULL', 'Y', 'N', 'N', 'Y', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'Y', 'N', 'N', 'N', 'N', 'N', 'NULL', 'NULL', 'N', 'Y', 'NULL', 'Y', 'NULL', 'NULL', 'N', 'Y', 'N', 'NULL', 'N', 'NULL', 'N', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'N', 'Y', 'NULL', 'NULL', 'N', 'NULL', 'Y', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'Y', 'Y', 'NULL', 'N', 'NULL', 'NULL', 'NULL', 'N', 'NULL', 'Y', 'Y', 'NULL', 'N', 'N', 'N', 'N', 'NULL', 'N', 'NULL', 'NULL', 'N', 'NULL', 'N', 'N', 'Y', 'N', 'Y', 'N', 'Y', 'Y', 'N', 'NULL', 'N', 'NULL', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'NULL', 'N', 'N', 'N', 'N', 'Y']"
여부,LNB_OUT_YN,"['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'NULL', 'Y', 'NULL', 'N', 'NULL', 'Y', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'N', 'Y', 'NULL', 'NULL', 'N', 'N', 'Y', 'NULL', 'NULL', 'NULL', 'Y', 'N', 'Y', 'NULL', 'NULL', 'N', 'N', 'N', 'Y', 'Y', 'NULL', 'Y', 'N', 'NULL', 'N', 'NULL', 'NULL', 'Y', 'Y', 'NULL', 'NULL', 'N', 'N', 'NULL', 'N', 'NULL', 'Y', 'NULL', 'Y', 'N', 'N', 'N', 'N', 'NULL', 'Y', 'NULL', 'N', 'N', 'NULL', 'NULL', 'Y', 'Y', 'NULL', 'NULL', 'Y', 'Y', 'N', 'Y', 'Y', 'N', 'Y', 'NULL', 'N', 'Y', 'NULL', 'Y', 'NULL', 'NULL', 'NULL', 'NULL', 'Y', 'N', 'N', 'NULL', 'NULL', 'Y', 'NULL', 'N']"
번호,INP_USR_ID,"['ASMIN', 'dahan2012', 'ADFIN', 'MIG201932', 'MIG211912', 'dahan3019', 'ODMIN', 'ADMIB', 'dahan2014', 'dahan2017', 'dahah2019', 'ATMIN', 'dahan9019', 'MIG201912', 'ADMII', 'MIG201992', 'EDMIN', 'EDMIN', 'FDMIN', 'dahan2719', 'MIG201922', 'MIG501912', 'ADOIN', 'dahaa2019', 'dahen2019', 'dagan2019', 'dahan9019', 'dafan2019', 'VDMIN', 'dchan2019', 'dahin2019', 'ADAIN', 'dahan2013', 'dahln2019', 'KIG201912', 'MIG201012', 'ADBIN', 'MIG001912', 'MIG201912', 'MIG201912', 'dauan2019', 'ADXIN', 'ADMKN', 'ADMIC', 'MIG201512', 'GIG201912', 'ADMIQ', 'MIG202912', 'daman2019', 'dahaj2019', 'ADWIN', 'ADXIN', 'QIG201912', 'MBG201912', 'SDMIN', 'ADAIN', 'MLG201912', 'SDMIN', 'ADJIN', 'dahan2019', 'MIG241912', 'dahan7019', 'GDMIN', 'dahan0019', 'ADMZN', 'MIG201962', 'bahan2019', 'ADMIU', 'MXG201912', 'MIG201812', 'AWMIN', 'dahan2019', 'dalan2019', 'dahan2019', 'dahfn2019', 'ADMIM', 'AHMIN', 'dahan2039', 'WDMIN', 'MKG201912', 'MIL201912', 'NDMIN', 'MIH201912', 'ADMIN', 'ADUIN', 'daman2019', 'ADXIN', 'dahan2019', 'dahan2018', 'FDMIN', 'dthan2019', 'MIG231912', 'QIG201912', 'FIG201912', 'MIA201912', 'EIG201912', 'MIG201917', 'BDMIN', 'AKMIN', 'dafan2019']"
날짜,INP_DT,"['20320509', '20220569', '20220322', '20261101', '20821213', '20222509', '20220302', '20221013', '26220509', '20200395', '20220508', '20221273', '20220325', '20220809', '20220342', '20200385', '20121101', '20230509', '29221213', '20920302', '20321101', '30220302', '21220509', '20251213', '27221213', '90220509', '20271101', '80220509', '20520302', '10220302', '25220302', '20221302', '20221901', '20230302', '20100325', '20120302', '20220302', '20920509', '20500325', '20221401', '20221293', '20221181', '20400325', '20221215', '20221210', '60220509', '20221171', '27221213', '20221201', '90220509', '20220507', '24221101', '20260302', '60220302', '20520302', '20220101', '20221101', '30220302', '29200325', '21221213', '40221213', '20220505', '20220506', '20720302', '20221901', '20520302', '20221103', '24200325', '30221213', '20220342', '20221102', '20221101', '20620509', '80221213', '20223213', '23200325', '20221013', '25221213', '20229101', '20224509', '20221213', '20200325', '20220504', '40221101', '20221121', '20520509', '20220909', '20221213', '22221101', '20260509', '20220352', '20221913', '20220509', '20220304', '23221213', '20270302', '20220392', '20271101', '22221101', '20500325']"
날짜,INP_TM,"['106922', '108922', '110000', '750000', '119311', '160559', '176559', '110391', '150040', '110321', '240707', '110301', '100932', '740707', '170579', '120707', '130559', '100952', '110301', '130922', '150707', '150300', '100929', '100902', '160000', '119311', '172559', '100000', '110371', '910311', '150100', '140777', '150707', '140703', '140705', '140727', '150000', '120000', '510311', '610311', '173559', '410311', '140311', '170000', '110311', '145707', '150060', '150000', '170759', '173559', '102922', '117311', '100322', '140747', '970559', '150000', '110111', '100920', '100122', '110312', '100926', '150020', '140704', '150008', '110311', '149707', '110316', '150007', '110316', '100322', '179559', '150922', '150400', '440707', '100622', '170000', '100922', '110381', '120000', '100928', '120559', '170707', '110611', '110317', '140107', '140777', '100000', '170859', '140007', '170859', '150600', '160559', '130311', '840707', '140707', '150300', '177559', '178559', '150000', '114311']"
